,Location,Blacks,Asians,NativeHawaiian_PacificIslanders,Whites,Hispanic_Latinos,AmericanIndian_AlaskanNatives,Two_or_Mores,Others
1225,"Humboldt, Tennessee",44.66,0.0,0.0,48.91,4.46,0.0,1.21,0.77
1226,"Huntingdon, Tennessee",15.37,0.0,0.7,78.08,0.0,0.0,5.85,0.0
1227,"Jacksboro, Tennessee",1.24,3.78,0.0,93.02,1.11,0.0,0.84,0.0
1228,"Jackson, Tennessee",44.31,1.22,0.0,46.55,4.68,0.11,1.78,1.34
1229,"Jamestown, Tennessee",1.47,0.2,0.0,92.83,2.65,0.0,1.57,1.28
1230,"Jasper, Tennessee",3.97,0.0,0.0,92.84,0.0,0.0,3.19,0.0
1231,"Jefferson City, Tennessee",5.2,0.82,0.0,84.42,7.26,0.0,1.62,0.69
1232,"Johnson City, Tennessee",6.93,2.73,0.01,81.25,4.55,0.5,3.0,1.04
1233,"Jonesborough, Tennessee",5.18,0.13,0.0,92.65,1.74,0.0,0.3,0.0
1234,"Kenton, Tennessee",20.37,0.59,0.0,74.18,0.0,0.92,3.94,0.0
1235,"Kimball, Tennessee",0.17,3.27,0.0,88.45,4.37,0.23,3.5,0.0
1236,"Kingsport, Tennessee",3.54,0.92,0.16,89.5,2.38,0.11,3.0,0.4
1237,"Kingston, Tennessee",5.07,1.44,0.0,89.62,1.87,0.0,1.99,0.0
1238,"Kingston Springs, Tennessee",1.65,0.0,0.0,93.8,2.15,0.0,1.25,1.15
1239,"Knoxville, Tennessee",17.2,1.78,0.08,70.14,5.61,0.46,2.94,1.8
1240,"Lafayette, Tennessee",0.51,0.0,0.0,94.92,4.02,0.14,0.42,0.0
1241,"La Follette, Tennessee",0.3,0.0,0.0,93.68,2.55,0.0,2.45,1.02
1242,"La Vergne, Tennessee",20.94,1.79,0.01,48.18,19.54,0.27,2.9,6.37
1243,"Dunlap, Tennessee",0.49,0.0,0.0,87.88,7.88,0.0,3.41,0.33
1244,"Lawrenceburg, Tennessee",4.71,1.91,0.32,87.96,2.69,0.69,0.62,1.1
1245,"Harriman, Tennessee",5.75,0.16,0.0,87.22,1.73,0.9,3.73,0.51
1246,"Halls, Tennessee",32.23,0.27,0.0,60.04,4.96,0.4,1.83,0.27
1247,"Jellico, Tennessee",1.53,0.0,0.0,94.86,0.61,0.0,2.79,0.22
1248,"Greeneville, Tennessee",4.1,0.05,0.0,88.02,3.94,0.35,3.26,0.29
1249,"Dyersburg, Tennessee",23.65,1.4,0.17,65.17,4.25,0.83,4.1,0.43
1250,"East Ridge, Tennessee",14.28,1.2,0.0,67.84,11.97,0.05,2.39,2.26
1251,"Greenfield, Tennessee",8.11,0.0,0.0,86.14,3.04,0.93,1.78,0.0
1252,"Elizabethton, Tennessee",4.85,0.26,0.0,89.23,3.8,0.18,1.02,0.67
1253,"Englewood, Tennessee",0.0,1.26,0.0,94.6,2.58,0.0,1.38,0.19
1254,"Erin, Tennessee",14.52,0.0,0.0,79.77,0.0,0.0,5.7,0.0
1255,"Erwin, Tennessee",0.64,0.0,0.0,88.99,6.91,0.0,1.26,2.2
1256,"Estill Springs, Tennessee",5.39,1.88,0.0,84.66,0.57,1.14,6.35,0.0
1257,"Ethridge, Tennessee",0.0,0.8,0.0,95.88,0.0,0.0,3.32,0.0
1258,"Fairview, Tennessee",3.4,0.2,0.0,88.68,4.72,0.45,2.39,0.16
1259,"Fayetteville, Tennessee",25.8,0.13,0.0,66.5,4.68,0.0,2.9,0.0
1260,"Franklin, Tennessee",6.19,5.97,0.0,78.13,6.83,0.01,2.31,0.56
1261,"Friendship, Tennessee",13.81,0.0,0.0,58.34,13.0,0.0,1.84,13.0
1262,"Etowah, Tennessee",1.04,0.0,0.0,92.0,5.35,0.0,1.58,0.03
1263,"Gallatin, Tennessee",13.22,2.4,0.25,70.33,8.05,0.26,3.44,2.05
1264,"Gallaway, Tennessee",58.59,0.14,0.0,40.7,0.0,0.0,0.0,0.56
1265,"Gates, Tennessee",59.52,0.0,0.0,39.88,0.3,0.0,0.3,0.0
1266,"Gatlinburg, Tennessee",0.36,3.3,0.21,83.87,8.85,0.07,2.51,0.83
1267,"Germantown, Tennessee",2.22,6.16,0.0,87.48,2.28,0.09,1.6,0.18
1268,"Gleason, Tennessee",2.84,0.27,0.0,89.2,2.43,0.34,4.73,0.2
1269,"Goodlettsville, Tennessee",20.55,2.27,0.0,68.16,4.08,1.36,1.78,1.79
1270,"Gordonsville, Tennessee",9.86,1.17,0.0,87.84,0.41,0.0,0.7,0.0
1271,"Grand Junction, Tennessee",42.55,0.0,0.0,51.67,0.0,0.0,5.78,0.0
1272,"Greenbrier, Tennessee",4.31,0.9,0.0,84.59,3.54,0.0,5.76,0.89
1273,"Olney, Texas",0.51,0.0,0.0,74.02,23.07,0.28,1.3,0.82
1274,"Olton, Texas",0.67,0.0,0.0,20.09,74.81,0.43,1.06,2.94
1275,"Onalaska, Texas",4.95,0.15,0.0,86.1,6.71,0.07,1.54,0.48
1276,"Orange, Texas",31.02,3.98,0.0,53.72,7.32,0.55,2.6,0.81
1277,"Ore City, Texas",2.85,0.0,0.0,74.92,11.41,1.34,2.77,6.71
1278,"Palestine, Texas",24.14,0.99,0.0,48.86,18.72,0.41,1.94,4.94
1279,"Overton, Texas",10.2,0.07,0.0,78.53,7.96,0.75,2.49,0.0
1280,"Ovilla, Texas",17.08,0.0,0.0,75.92,6.68,0.0,0.32,0.0
1281,"Palacios, Texas",4.04,10.78,0.0,20.58,55.37,0.02,2.24,6.97
1282,"Oyster Creek, Texas",6.54,0.0,0.0,60.3,24.01,0.45,4.01,4.68
1283,"Olmos Park, Texas",4.32,0.25,0.35,76.96,17.18,0.0,0.94,0.0
1284,"Pampa, Texas",2.87,0.08,0.07,57.53,29.49,1.3,2.34,6.32
1285,"Odessa, Texas",4.87,1.49,0.06,31.61,50.26,0.41,3.25,8.05
1286,"Needville, Texas",11.31,0.42,0.0,50.27,35.04,0.26,2.28,0.42
1287,"North Richland Hills, Texas",5.84,4.47,0.69,64.98,15.87,0.77,3.43,3.95
1288,"Northlake, Texas",5.47,1.51,0.0,77.26,9.55,1.51,3.45,1.24
1289,"Nolanville, Texas",9.48,1.07,0.0,55.47,21.22,0.0,8.13,4.63
1290,"Yoakum, Texas",6.67,0.0,0.0,23.96,37.89,0.0,3.84,27.64
1291,"Nixon, Texas",1.74,0.0,0.09,10.13,58.09,0.0,2.25,27.7
1292,"Newton, Texas",24.33,1.15,0.0,61.71,9.77,0.32,2.72,0.0
1293,"New Braunfels, Texas",1.93,1.36,0.02,58.42,32.62,0.29,2.18,3.18
1294,"New Boston, Texas",22.75,1.77,0.36,64.01,4.47,0.65,5.04,0.93
1295,"Nederland, Texas",3.37,2.46,0.0,78.03,13.94,0.0,1.28,0.92
1296,"Panhandle, Texas",2.64,0.4,0.0,84.9,10.26,1.43,0.37,0.0
1297,"Natalia, Texas",0.55,0.0,0.0,5.32,86.23,0.0,1.64,6.26
1298,"Navasota, Texas",20.78,0.0,0.0,40.66,33.03,0.0,2.9,2.64
1299,"Oak Ridge North, Texas",1.54,2.27,0.25,83.8,10.66,0.0,0.82,0.66
1300,"Pantego, Texas",2.15,5.16,0.0,80.05,9.51,0.2,2.11,0.82
1301,"Queen City, Texas",23.86,0.0,0.06,72.43,1.15,0.0,2.43,0.06
1302,"Pasadena, Texas",2.45,1.59,0.05,23.87,64.4,1.0,2.04,4.59
1303,"Refugio, Texas",10.24,0.0,0.0,29.99,46.06,0.15,7.94,5.61
1304,"Nash, Texas",22.09,0.0,0.0,53.07,23.4,0.0,0.99,0.45
1305,"Red Oak, Texas",27.28,0.46,0.0,41.31,23.13,0.0,6.06,1.76
1306,"Raymondville, Texas",1.27,0.0,0.0,6.94,88.24,0.4,0.13,3.02
1307,"Rancho Viejo, Texas",0.0,5.92,0.0,33.23,57.85,0.0,0.79,2.2
1308,"Rancho Viejo, Texas",0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1309,"Ralls, Texas",2.71,0.78,0.0,29.97,62.22,0.0,0.0,4.32
1310,"Prosper, Texas",9.36,4.41,0.0,74.68,8.29,0.9,1.89,0.47
1311,"Primera, Texas",0.86,0.0,0.0,6.6,85.68,0.94,0.65,5.26
1312,"Premont, Texas",0.28,0.21,0.0,7.05,82.47,0.0,2.21,7.78
1313,"Prairie View, Texas",89.63,0.73,0.37,1.63,4.77,0.05,2.11,0.73
1314,"Poteet, Texas",0.0,0.0,0.0,7.52,89.85,1.37,0.46,0.8
1315,"Port Neches, Texas",2.89,3.8,0.32,75.08,12.97,0.0,3.58,1.36
1316,"Portland, Texas",0.81,1.49,0.18,56.02,38.01,0.17,1.26,2.05
1317,"Port Isabel, Texas",0.0,1.02,0.0,23.92,68.68,0.19,0.0,6.18
1318,"Port Arthur, Texas",36.96,6.55,0.03,19.68,31.98,0.61,1.69,2.51
1319,"Port Aransas, Texas",0.89,1.63,0.0,86.4,7.98,1.7,1.4,0.0
1320,"Ponder, Texas",7.26,0.79,0.0,73.3,14.02,0.2,3.75,0.69
1321,"Pleasanton, Texas",0.05,0.97,0.0,40.58,48.81,0.0,7.89,1.7
1322,"Plano, Texas",8.17,19.86,0.1,51.71,14.82,0.45,2.95,1.94
1323,"Pittsburg, Texas",21.58,0.83,0.0,33.82,29.89,0.17,1.11,12.6
1324,"Pharr, Texas",0.07,0.36,0.03,5.02,88.29,0.14,0.76,5.33
1325,"Pflugerville, Texas",13.94,8.12,0.17,42.5,26.25,0.27,4.74,4.01
1326,"Petersburg, Texas",1.72,0.48,0.48,29.8,66.76,0.0,0.48,0.29
1327,"Perryton, Texas",1.4,0.1,0.0,35.8,53.41,1.57,3.18,4.54
1328,"Penitas, Texas",0.0,1.95,0.0,2.61,88.78,0.0,0.0,6.66
1329,"Pecos, Texas",2.49,1.57,0.0,17.1,62.04,0.22,0.52,16.06
1330,"Pearsall, Texas",2.38,1.18,0.0,10.06,67.07,0.07,0.9,18.33
1331,"Pearland, Texas",17.19,13.13,0.0,42.43,21.15,0.57,2.93,2.59
1332,"Patton Village, Texas",0.43,0.0,0.0,46.51,43.0,0.25,2.22,7.59
1333,"Paris, Texas",19.74,1.43,0.31,64.96,8.27,0.5,3.97,0.82
1334,"Naples, Texas",21.59,0.0,0.0,69.13,5.29,0.0,2.75,1.23
1335,"La Vernia, Texas",0.18,0.0,0.0,68.01,25.36,0.0,3.32,3.14
1336,"Mustang Ridge, Texas",1.86,0.0,0.0,32.95,55.74,5.35,1.4,2.71
1337,"Los Fresnos, Texas",0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1338,"Los Fresnos, Texas",0.17,0.0,0.0,7.76,87.99,0.66,1.88,1.53
1339,"Lorena, Texas",0.53,4.47,0.0,80.05,11.25,0.1,2.16,1.44
1340,"Longview, Texas",22.6,1.4,0.14,54.08,18.3,0.25,2.33,0.89
1341,"Lockhart, Texas",6.98,2.54,0.0,33.5,46.54,1.01,0.96,8.48
1342,"Livingston, Texas",18.29,3.12,0.0,49.04,21.89,1.08,3.16,3.43
1343,"Live Oak, Texas",11.34,4.58,0.0,43.66,30.01,0.22,7.14,3.05
1344,"Littlefield, Texas",7.8,0.56,0.0,32.48,52.15,0.2,2.91,3.91
1345,"Linden, Texas",21.92,0.94,0.0,71.03,4.08,0.0,0.05,1.97
1346,"Liberty Hill, Texas",2.66,0.0,0.0,76.13,18.47,0.24,2.18,0.32
1347,"Liberty, Texas",8.85,0.47,0.0,55.44,22.71,0.92,0.52,11.1
1348,"Lewisville, Texas",11.76,9.11,0.12,39.68,29.66,0.51,3.99,5.16
1349,"Levelland, Texas",4.51,0.42,0.12,36.55,50.02,0.81,3.05,4.52
1350,"Leon Valley, Texas",6.32,3.15,0.0,30.31,55.76,0.09,2.86,1.51
1351,"Lubbock, Texas",7.5,2.37,0.07,48.89,32.72,0.97,2.63,4.86
1352,"Leander, Texas",5.4,3.09,0.2,60.97,23.35,0.09,4.71,2.19
1353,"Lavon, Texas",12.33,5.13,0.0,66.17,11.66,0.06,2.1,2.55
1354,"Laredo, Texas",0.43,0.51,0.01,3.44,92.09,0.17,0.53,2.83
1355,"La Porte, Texas",5.16,1.23,0.0,52.09,31.29,0.57,3.93,5.74
1356,"Lancaster, Texas",65.41,0.55,0.29,8.77,18.51,0.3,3.0,3.17
1357,"Lampasas, Texas",4.06,1.75,0.28,62.68,25.23,0.0,3.3,2.7
1358,"Lamesa, Texas",1.54,0.06,0.0,31.41,54.85,0.69,2.67,8.79
1359,"La Marque, Texas",31.43,3.53,0.04,33.57,27.55,0.06,2.91,0.91
1360,"Lake Worth, Texas",1.39,0.0,0.0,62.53,26.79,0.0,0.85,8.43
1361,"Lakeway, Texas",3.4,3.43,0.0,79.44,10.07,0.3,2.89,0.48
1362,"Lake Jackson, Texas",4.58,3.71,0.0,57.67,27.46,0.18,3.63,2.77
1363,"League City, Texas",7.63,5.31,0.0,61.91,19.32,0.25,2.69,2.89
1364,"Lufkin, Texas",24.26,2.12,0.01,40.28,27.56,0.66,2.11,3.0
1365,"Luling, Texas",7.08,0.48,0.32,33.28,42.8,0.0,0.0,16.04
1366,"Lumberton, Texas",0.37,0.73,0.0,89.39,8.06,0.36,1.09,0.0
1367,"Murphy, Texas",13.14,26.2,0.12,49.09,6.74,0.86,3.4,0.47
1368,"Muleshoe, Texas",0.56,0.93,0.0,25.21,58.58,0.98,0.17,13.58
1369,"Mount Pleasant, Texas",12.31,1.51,0.06,23.01,44.93,1.93,2.65,13.61
1370,"Mont Belvieu, Texas",8.37,0.0,0.0,76.1,12.94,0.78,0.78,1.02
1371,"Monahans, Texas",5.64,0.81,0.0,33.49,51.39,1.65,0.96,6.04
1372,"Missouri City, Texas",39.34,16.58,0.19,21.19,15.46,0.08,2.88,4.28
1373,"Mission, Texas",0.04,1.7,0.0,7.75,82.76,0.05,0.62,7.08
1374,"Mineral Wells, Texas",3.96,1.22,0.08,61.38,28.02,0.41,1.73,3.19
1375,"Mineola, Texas",12.53,0.0,0.0,60.49,18.27,0.68,2.6,5.44
1376,"Mesquite, Texas",0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1377,"Mesquite, Texas",24.65,2.78,0.05,27.08,38.3,0.73,3.25,3.16
1378,"Merkel, Texas",1.02,0.22,0.0,78.02,15.72,0.0,0.44,4.59
1379,"Mercedes, Texas",0.14,0.0,0.0,5.05,83.08,0.07,2.23,9.44
1380,"Melissa, Texas",8.43,3.33,0.0,71.11,12.94,0.0,1.7,2.5
1381,"Meadows Place, Texas",6.02,25.88,0.0,45.37,15.66,0.0,2.74,4.32
1382,"McKinney, Texas",11.26,6.54,0.04,59.44,17.47,0.46,2.79,1.98
1383,"McGregor, Texas",8.31,0.0,0.0,48.18,38.15,0.47,1.55,3.34
1384,"McAllen, Texas",0.92,2.19,0.09,9.15,72.48,0.22,0.88,14.08
1385,"Mathis, Texas",0.6,0.54,0.0,5.46,90.87,0.18,0.06,2.3
1386,"Marshall, Texas",36.36,1.53,0.0,38.73,18.14,0.13,1.96,3.13
1387,"Marfa, Texas",0.0,0.11,0.0,25.7,70.32,3.55,0.0,0.32
1388,"Marble Falls, Texas",7.21,1.35,0.0,49.6,37.68,0.0,0.3,3.86
1389,"Manvel, Texas",18.31,4.32,0.0,33.96,32.49,1.73,1.21,7.98
1390,"Mansfield, Texas",16.88,4.11,0.06,53.82,16.78,0.34,4.04,3.97
1391,"Manor, Texas",19.73,3.04,0.0,10.97,39.56,0.0,6.7,20.0
1392,"Madisonville, Texas",15.59,5.59,0.0,44.89,25.04,0.56,4.97,3.36
1393,"Lytle, Texas",0.0,0.0,0.0,38.66,58.62,0.14,1.6,0.99
1394,"Lyford, Texas",0.0,0.0,0.0,7.16,92.72,0.0,0.0,0.12
1395,"Nacogdoches, Texas",27.07,2.94,0.02,48.85,18.08,0.35,1.72,0.97
1396,"South Houston, Texas",0.66,0.35,0.0,6.56,74.21,0.6,2.05,15.57
1397,"Richland Hills, Texas",1.98,2.01,1.29,60.78,21.43,1.42,6.0,5.08
1398,"Victoria, Texas",6.67,1.47,0.05,35.7,50.37,0.31,2.48,2.95
1399,"Vernon, Texas",10.17,0.68,0.0,47.12,29.54,1.3,1.93,9.27
1400,"Venus, Texas",14.99,0.61,0.0,60.11,19.63,0.0,3.1,1.56
1401,"Van Alstyne, Texas",6.03,0.3,0.0,79.69,8.92,1.16,3.46,0.43
1402,"Van, Texas",0.85,0.0,0.0,83.14,11.12,0.0,3.85,1.04
1403,"Uvalde, Texas",0.65,1.4,0.11,14.61,75.77,0.41,0.42,6.62
1404,"University Park, Texas",1.0,5.3,0.13,85.79,5.55,0.11,1.68,0.44
1405,"Universal City, Texas",10.57,2.37,0.35,44.54,30.34,0.03,4.54,7.27
1406,"Tyler, Texas",23.71,2.49,0.23,47.81,21.01,0.32,1.84,2.58
1407,"Tye, Texas",0.66,0.46,2.31,59.37,20.18,1.85,2.31,12.86
1408,"Tulia, Texas",6.79,0.17,0.15,34.23,43.26,4.7,8.58,2.13
1409,"Troy, Texas",0.38,0.0,0.0,80.6,16.71,0.17,1.45,0.68
1410,"Troup, Texas",20.79,0.0,0.0,52.99,21.42,0.0,3.35,1.45
1411,"Vidor, Texas",0.53,0.0,0.0,90.64,6.32,0.45,1.93,0.13
1412,"Trophy Club, Texas",2.56,4.3,0.0,82.42,7.04,0.0,1.96,1.72
1413,"Thrall, Texas",4.07,0.0,0.0,47.51,35.97,0.0,0.57,11.88
1414,"The Colony, Texas",8.88,4.78,0.06,58.36,19.72,0.31,3.58,4.31
1415,"Texas City, Texas",26.43,0.54,0.37,36.61,27.91,0.43,5.19,2.52
1416,"Texarkana, Texas",35.59,2.0,0.02,50.61,7.1,0.47,2.93,1.28
1417,"Terrell Hills, Texas",0.96,1.41,0.0,78.67,17.64,0.0,1.33,0.0
1418,"Terrell, Texas",22.55,0.52,0.1,45.9,22.02,1.24,3.46,4.21
1419,"Tenaha, Texas",42.48,0.0,0.0,26.49,30.56,0.0,0.2,0.27
1420,"Temple, Texas",15.38,1.97,0.03,51.04,24.88,0.42,4.08,2.19
1421,"Teague, Texas",11.97,0.55,0.0,61.56,22.67,0.0,0.55,2.71
1422,"Taylor, Texas",8.72,0.57,0.0,38.26,39.93,0.28,3.6,8.63
1423,"Tatum, Texas",10.26,0.0,1.56,68.22,18.32,0.0,0.64,1.01
1424,"Tahoka, Texas",2.51,0.03,0.0,37.01,47.54,0.86,7.46,4.58
1425,"Taft, Texas",1.39,0.0,0.15,13.23,74.21,0.15,7.39,3.48
1426,"Tool, Texas",4.36,0.0,0.0,84.87,7.63,0.63,2.51,0.0
1427,"Sweeny, Texas",13.39,0.0,0.0,65.92,18.11,0.0,0.0,2.58
1428,"Waco, Texas",20.46,2.06,0.07,40.36,30.67,0.45,2.3,3.64
1429,"Waller, Texas",8.02,1.36,0.0,49.81,27.64,0.0,0.93,12.25
1430,"Lake Dallas, Texas",3.83,1.42,0.0,65.6,24.74,0.73,3.4,0.28
1431,"Wylie, Texas",11.91,6.93,0.0,54.02,19.64,0.34,3.67,3.48
1432,"Wortham, Texas",29.09,0.0,0.0,56.19,12.88,0.08,1.58,0.17
1433,"Woodway, Texas",2.17,2.3,0.0,81.03,12.35,0.37,0.52,1.27
1434,"Wolfforth, Texas",1.6,0.39,0.0,61.4,25.1,0.0,2.64,8.86
1435,"Winters, Texas",1.4,0.41,0.0,47.76,47.22,0.55,0.31,2.36
1436,"Winnsboro, Texas",8.25,0.0,0.0,70.22,9.86,0.0,3.31,8.36
1437,"Wilmer, Texas",27.56,0.21,0.0,19.43,49.08,0.0,1.71,2.01
1438,"Wills Point, Texas",12.64,0.0,0.0,76.47,9.97,0.36,0.0,0.56
1439,"Willow Park, Texas",0.0,0.0,0.0,95.17,4.27,0.0,0.57,0.0
1440,"Willis, Texas",9.02,0.99,0.0,44.21,34.97,0.15,8.07,2.6
1441,"Wichita Falls, Texas",11.69,2.47,0.06,56.47,20.16,1.02,3.63,4.51
1442,"Whitney, Texas",9.1,0.0,0.0,66.6,14.78,0.0,1.54,7.99
1443,"Wake Village, Texas",23.53,0.0,0.0,63.62,8.52,1.76,2.08,0.49
1444,"White Settlement, Texas",4.84,2.65,0.0,57.71,25.74,0.48,3.72,4.85
1445,"White Oak, Texas",4.4,0.37,0.0,80.36,12.29,0.84,1.15,0.58
1446,"Whitehouse, Texas",4.89,1.56,0.0,78.16,11.91,0.0,2.79,0.69
1447,"Wharton, Texas",28.49,0.42,0.0,30.97,36.55,0.0,1.08,2.5
1448,"West University Place, Texas",0.82,11.26,0.0,75.79,8.37,0.0,2.57,1.19
1449,"West Orange, Texas",11.63,0.0,0.0,62.74,21.88,0.0,2.63,1.12
1450,"West Lake Hills, Texas",0.03,5.3,0.0,79.18,12.67,0.0,2.82,0.0
1451,"West Columbia, Texas",18.14,0.0,0.0,37.93,34.74,0.54,2.24,6.4
1452,"Weslaco, Texas",0.31,0.99,0.0,9.69,78.32,0.67,1.97,8.06
1453,"Weimar, Texas",25.92,0.16,0.0,49.51,20.33,0.0,0.08,3.99
1454,"Weatherford, Texas",2.85,0.33,0.02,75.52,14.32,1.0,3.37,2.58
1455,"Watauga, Texas",3.38,7.18,0.12,60.87,19.97,2.06,2.3,4.12
1456,"Wallis, Texas",8.29,0.0,0.0,43.3,35.07,0.0,1.22,12.12
1457,"Whitesboro, Texas",0.15,0.35,0.0,91.54,5.48,1.35,0.25,0.88
1458,"Surfside Beach, Texas",3.15,0.0,0.83,71.97,16.92,0.0,5.64,1.49
1459,"Sunset Valley, Texas",0.36,14.87,0.0,56.99,23.3,0.0,3.23,1.25
1460,"Sulphur Springs, Texas",11.92,0.74,0.11,64.15,16.12,0.0,2.74,4.22
1461,"Schertz, Texas",11.18,3.27,0.43,42.96,27.66,0.22,4.56,9.71
1462,"Santa Fe, Texas",0.26,0.26,0.0,85.15,10.2,0.15,3.75,0.22
1463,"San Saba, Texas",3.75,0.08,0.0,43.54,36.7,0.0,4.73,11.2
1464,"San Marcos, Texas",5.7,2.31,0.04,46.25,38.52,0.14,3.14,3.9
1465,"San Juan, Texas",0.03,0.0,0.0,2.43,92.71,0.04,0.57,4.22
1466,"San Juan, Texas",0.0,0.0,0.0,0.0,87.5,0.0,0.0,12.5
1467,"San Elizario, Texas",0.0,0.23,0.0,0.67,73.22,0.57,0.19,25.12
1468,"San Diego, Texas",0.0,0.0,0.0,4.65,85.88,0.0,0.4,9.08
1469,"San Benito, Texas",0.13,0.06,0.05,5.77,86.41,0.13,1.42,6.03
1470,"San Antonio, Texas",6.39,2.62,0.09,22.84,59.2,0.69,2.6,5.56
1471,"San Angelo, Texas",4.54,1.28,0.05,46.21,39.46,0.38,1.73,6.35
1472,"Saginaw, Texas",4.97,3.65,0.29,58.92,24.51,0.36,1.64,5.67
1473,"Schulenburg, Texas",14.41,0.83,0.0,57.29,26.41,0.0,0.55,0.52
1474,"Sachse, Texas",12.85,12.62,0.0,51.25,16.4,0.54,3.95,2.39
1475,"Royse City, Texas",8.27,0.52,0.0,64.89,18.94,0.45,4.04,2.9
1476,"Round Rock, Texas",9.64,6.4,0.02,47.05,29.29,0.21,4.26,3.13
1477,"Rosenberg, Texas",13.68,2.43,0.0,19.04,55.36,0.14,1.76,7.59
1478,"Roman Forest, Texas",13.03,1.54,0.0,71.57,10.91,0.0,2.37,0.58
1479,"Roma, Texas",0.0,0.0,0.0,0.14,96.44,0.0,0.22,3.2
1480,"Rockwall, Texas",6.05,2.77,0.0,69.17,17.67,0.15,2.53,1.65
1481,"Rockport, Texas",2.86,2.98,0.0,61.7,27.21,0.06,2.49,2.69
1482,"Rockdale, Texas",12.34,0.19,0.0,54.36,31.0,0.0,0.9,1.21
1483,"Roanoke, Texas",4.37,6.11,0.0,62.4,17.95,0.32,4.03,4.82
1484,"Rio Hondo, Texas",0.0,0.0,0.0,8.47,90.51,0.0,0.11,0.91
1485,"Rio Grande City, Texas",0.09,0.02,0.0,1.3,93.52,0.16,0.82,4.1
1486,"Richwood, Texas",1.44,0.41,0.0,48.49,39.81,1.17,1.53,7.14
1487,"Richmond, Texas",13.75,5.91,0.07,17.45,52.35,0.36,2.35,7.76
1488,"Rusk, Texas",27.59,0.57,0.0,53.99,14.13,1.44,2.17,0.11
1489,"Seabrook, Texas",6.25,1.88,0.0,70.05,18.85,0.0,2.25,0.72
1490,"Seagoville, Texas",15.83,0.4,0.0,37.22,39.7,0.44,1.22,5.18
1491,"Seagraves, Texas",4.07,0.0,0.0,17.35,76.29,0.0,0.59,1.7
1492,"Sullivan City, Texas",0.0,0.0,0.0,1.95,95.48,0.0,0.0,2.56
1493,"Stephenville, Texas",2.69,0.67,0.1,68.16,19.86,2.16,4.06,2.31
1494,"Stamford, Texas",3.48,0.0,0.0,51.02,32.44,0.03,4.96,8.07
1495,"Stafford, Texas",29.13,18.62,0.0,20.67,21.38,0.0,4.4,5.79
1496,"Springtown, Texas",0.63,0.17,0.0,93.55,3.45,0.38,1.54,0.28
1497,"Splendora, Texas",0.43,0.0,0.0,85.38,12.91,0.0,0.48,0.8
1498,"Spearman, Texas",0.57,0.0,0.0,50.83,41.63,0.0,1.25,5.72
1499,"Southside Place, Texas",0.99,16.03,0.0,73.45,6.99,0.31,1.3,0.93
1500,"South Padre Island, Texas",1.58,0.0,0.0,66.62,31.07,0.0,0.72,0.0
1501,"Southlake, Texas",2.51,14.85,0.0,73.97,5.12,0.46,2.37,0.71
1502,"Sour Lake, Texas",3.5,3.05,0.0,85.57,4.68,0.0,2.66,0.54
1503,"Sonora, Texas",0.02,0.0,0.0,28.56,46.74,0.27,0.16,24.25
1504,"Socorro, Texas",0.06,0.11,0.06,2.28,79.59,1.7,1.1,15.1
1505,"Snyder, Texas",3.59,0.4,0.0,46.98,42.6,0.14,1.22,5.08
1506,"Smithville, Texas",14.78,0.88,0.0,60.4,14.18,0.39,0.54,8.83
1507,"Slaton, Texas",8.18,0.0,0.0,33.87,46.77,0.36,2.39,8.43
1508,"Sinton, Texas",2.86,2.59,0.0,17.66,73.97,0.0,2.34,0.58
1509,"Silsbee, Texas",30.29,0.12,0.0,56.66,11.79,0.0,1.14,0.0
1510,"Shiner, Texas",10.54,0.32,0.0,79.68,5.25,0.0,1.04,3.17
1511,"Sherman, Texas",9.7,2.49,0.0,58.54,21.48,0.61,4.4,2.78
1512,"Shenandoah, Texas",2.3,6.36,0.0,84.58,4.81,0.0,1.45,0.5
1513,"Shavano Park, Texas",1.0,6.83,0.0,69.0,20.28,0.14,2.4,0.35
1514,"Seymour, Texas",4.07,0.0,0.0,79.68,12.21,0.0,1.57,2.46
1515,"Seven Points, Texas",0.0,0.92,0.0,83.14,15.48,0.23,0.0,0.23
1516,"Seminole, Texas",3.88,1.23,0.17,44.55,45.34,0.96,0.09,3.78
1517,"Selma, Texas",9.02,5.31,0.11,32.99,32.55,0.0,10.43,9.6
1518,"Seguin, Texas",5.34,1.22,0.0,31.0,41.51,0.37,0.94,19.62
1519,"Sealy, Texas",5.57,0.0,0.0,44.21,35.67,0.0,2.48,12.07
1520,"Richardson, Texas",9.25,15.85,0.09,51.95,16.55,0.42,3.05,2.84
1521,"Laguna Vista, Texas",0.4,0.96,0.0,51.07,45.46,0.0,1.27,0.84
1522,"Nocona, Texas",0.16,0.0,0.0,70.07,20.68,0.0,3.47,5.62
1523,"La Grange, Texas",7.7,1.89,0.0,52.61,33.16,0.0,0.99,3.65
1524,"Converse, Texas",20.8,2.42,0.09,24.6,36.71,0.44,6.11,8.83
1525,"Comanche, Texas",2.86,0.18,0.0,50.12,41.82,0.0,0.0,5.02
1526,"Colorado City, Texas",3.08,0.26,0.0,46.09,44.51,0.49,1.54,4.04
