State,City,Population,None,High School,Associates,Bachelors,Graduate,Total
Minnesota,Farwell,27,3,11,5,3,1,23
Minnesota,Westport,38,18,3,13,1,0,35
Minnesota,Dundas,1555,35,222,364,188,146,955
Minnesota,Sleepy Eye,3414,260,876,768,381,79,2364
Minnesota,Williams,120,9,41,15,26,4,95
Minnesota,Naytahwaush,420,54,60,59,8,4,185
Minnesota,Luverne,4561,240,988,1008,581,254,3071
Minnesota,Steen,208,26,57,32,7,6,128
Minnesota,Wheaton,1491,108,364,403,145,65,1085
Minnesota,Porter,193,9,53,65,11,1,139
Minnesota,Mantorville,1082,32,202,288,147,59,728
Minnesota,Browerville,909,54,253,204,78,36,625
Minnesota,Osakis,1707,70,443,459,159,95,1226
Minnesota,Staples,3029,287,675,744,301,91,2098
Minnesota,Belgrade,1012,99,208,247,71,29,654
Minnesota,Clearwater,1776,58,373,444,206,52,1133
Minnesota,Cold Spring,4117,368,743,887,476,185,2659
Minnesota,Holdingford,570,32,183,120,72,2,409
Minnesota,St. Anthony city (Stearns County),115,2,31,17,7,6,63
Minnesota,St. Rosa,41,3,16,6,2,1,28
Minnesota,Cohasset,2724,86,439,779,487,153,1944
Minnesota,Deer River,954,61,238,226,84,25,634
Minnesota,Warba,134,0,28,48,7,4,87
Minnesota,Zemple,124,15,23,25,10,3,76
Minnesota,Lafayette,499,20,132,122,41,7,322
Minnesota,Mankato,41701,1369,4991,7051,5034,3030,21475
Minnesota,Erskine,438,60,131,102,16,31,340
Minnesota,Savage,30615,916,3049,6165,6181,3072,19383
Minnesota,Nassau,63,7,24,15,2,0,48
Minnesota,Stockton,755,27,174,181,67,21,470
Minnesota,Cottage Grove,36221,1023,5601,8600,5589,2343,23156
Minnesota,Foreston,553,31,102,172,25,12,342
Minnesota,Bock,92,8,16,25,4,0,53
Minnesota,Milaca,2876,333,780,597,167,83,1960
Minnesota,Renville,1380,152,319,286,115,4,876
Minnesota,Excelsior,2448,91,339,556,538,283,1807
Minnesota,Medicine Lake,422,5,45,56,101,95,302
Minnesota,Minnetrista,7408,91,695,1128,1950,1104,4968
Minnesota,Arco,98,8,27,23,6,1,65
Minnesota,Ivanhoe,563,45,146,173,35,15,414
Minnesota,Tyler,1381,117,400,239,162,28,946
Minnesota,Fergus Falls,13647,801,2584,3729,1974,675,9763
Minnesota,Richville,99,15,17,23,4,0,59
Minnesota,Karlstad,825,48,228,132,103,29,540
Minnesota,Redby,1428,117,186,274,25,0,602
Minnesota,Wells,2321,246,497,551,216,54,1564
Minnesota,Oslo,237,20,57,55,19,4,155
Minnesota,Brooklyn Park,79792,5506,11603,18193,11128,4445,50875
Minnesota,Woodland,407,3,11,69,147,87,317
Minnesota,Chanhassen,25357,348,1771,4042,7043,3501,16705
Minnesota,Minnetonka Beach,632,15,35,86,149,142,427
Minnesota,Tonka Bay,1410,10,171,238,428,225,1072
Minnesota,Vergas,355,27,63,103,25,21,239
Minnesota,Lake City,5165,421,1302,1265,617,358,3963
Minnesota,Lewisville,238,22,69,63,14,5,173
Minnesota,Center City,650,10,167,184,88,45,494
Minnesota,North Branch,10321,364,2479,2763,1028,316,6950
Minnesota,Minnesota Lake,625,10,162,204,53,11,440
Minnesota,Donaldson,14,0,12,2,0,0,14
Minnesota,St. Cloud,67513,3547,9971,14264,8154,4095,40031
Minnesota,Freeport,815,38,203,154,93,21,509
Minnesota,Richmond,1568,107,440,412,82,23,1064
Minnesota,Dovray,57,8,14,28,1,2,53
Minnesota,Spring Lake Park,6459,375,1580,1804,671,282,4712
Minnesota,Albertville,7377,151,1464,1642,1063,259,4579
Minnesota,Shelly,134,6,41,32,14,2,95
Minnesota,Vining,54,2,7,16,8,1,34
Minnesota,Mazeppa,850,53,177,201,84,31,546
Minnesota,Brooklyn Center,30899,3327,5630,6659,2832,1054,19502
Minnesota,Long Beach,309,4,53,103,59,27,246
Minnesota,Butterfield,586,136,164,54,31,3,388
Minnesota,Madelia,2690,333,567,482,195,68,1645
Minnesota,West Concord,873,48,251,174,46,8,527
Minnesota,Newfolden,358,21,70,88,28,11,218
Minnesota,East Gull Lake,950,19,110,260,225,106,720
Minnesota,Hackensack,244,15,47,93,12,7,174
Minnesota,Pillager,447,29,72,115,31,8,255
Minnesota,Plato,281,11,70,92,31,2,206
Minnesota,Cannon Falls,4064,164,898,1039,490,179,2770
Minnesota,Evan,67,7,21,15,10,3,56
Minnesota,Goodhue,1175,62,258,277,99,45,741
Minnesota,Northome,227,18,82,67,20,5,192
Minnesota,Ranier,646,23,193,225,62,17,520
Minnesota,Mahnomen,1222,102,379,275,43,28,827
Minnesota,Chandler,341,67,107,40,13,29,256
Minnesota,Wood Lake,453,23,111,133,28,9,304
Minnesota,Ponemah,610,73,136,30,19,0,258
Minnesota,Tenstrike,205,11,52,53,16,15,147
Minnesota,Kandiyohi,593,20,120,155,40,18,353
Minnesota,Red Lake Falls,1509,59,394,406,141,55,1055
Minnesota,Milan,360,59,70,57,27,12,225
Minnesota,Okabena,263,27,60,69,25,10,191
Minnesota,Bejou,75,2,38,21,1,1,63
Minnesota,St. Leo,122,20,37,33,2,2,94
Minnesota,Onamia,949,94,229,190,80,39,632
Minnesota,Kenyon,1983,121,499,437,205,77,1339
Minnesota,Dumont,104,13,21,22,5,5,66
Minnesota,Zumbrota,3395,113,714,945,381,207,2360
Minnesota,Littlefork,654,51,204,184,45,7,491
Minnesota,Hadley,62,3,25,15,8,0,51
Minnesota,Lake Wilson,226,15,78,83,13,1,190
Minnesota,Kenneth,63,2,26,23,2,0,53
Minnesota,Hazel Run,46,0,21,10,10,0,41
Minnesota,Elmore,470,40,161,103,37,12,353
Minnesota,Greenwald,275,13,90,58,5,2,168
Minnesota,Long Prairie,3331,562,669,466,396,87,2180
Minnesota,Albany,2691,353,585,486,268,90,1782
Minnesota,Eden Valley,968,65,283,214,39,19,620
Minnesota,New Munich,304,27,81,75,33,1,217
Minnesota,Waite Park,7623,724,1311,1694,581,222,4532
Minnesota,Calumet,438,20,126,131,15,1,293
Minnesota,Nashwauk,1119,69,239,339,77,28,752
Minnesota,Nimrod,89,1,23,36,1,1,62
Minnesota,Bloomington,85394,4577,12553,19693,17455,8266,62544
Minnesota,Vernon Center,356,10,103,76,32,16,237
Minnesota,Ghent,375,11,69,112,36,28,256
Minnesota,Taunton,146,10,53,23,7,4,97
Minnesota,Chokio,419,17,106,78,62,9,272
Minnesota,New Richland,1156,34,340,307,87,16,784
Minnesota,International Falls,6043,366,1536,1667,573,209,4351
Minnesota,Falcon Heights,5559,65,450,476,1143,1590,3724
Minnesota,Wanamingo,1249,79,271,328,123,46,847
Minnesota,Red Wing,16365,677,3952,4224,1822,962,11637
Minnesota,Pennock,555,46,101,163,13,9,332
Minnesota,Remer,353,36,94,105,17,5,257
Minnesota,Heidelberg,120,6,40,29,6,6,87
Minnesota,Kasota,801,61,230,184,64,13,552
Minnesota,Bena,109,17,21,29,0,1,68
Minnesota,Walker,998,43,204,205,168,34,654
Minnesota,Brownton,728,81,205,190,47,5,528
Minnesota,Good Thunder,603,30,135,173,39,26,403
Minnesota,Spring Valley,2439,122,700,600,152,93,1667
Minnesota,Funkley,14,1,4,5,0,0,10
Minnesota,Kelliher,281,18,110,54,20,11,213
Minnesota,Wendell,115,3,60,30,4,0,97
Minnesota,Glenville,590,40,212,161,44,11,468
Minnesota,Millville,166,9,58,43,5,3,118
Minnesota,Wabasha,2583,166,647,691,247,217,1968
Minnesota,Zumbro Falls,246,13,35,69,11,5,133
Minnesota,Ormsby,114,4,49,20,3,1,77
Minnesota,Dodge Center,2708,159,590,629,226,70,1674
Minnesota,Easton,190,6,59,60,22,3,150
Minnesota,Nevis,417,24,109,112,33,8,286
Minnesota,Park Rapids,3998,352,943,827,456,147,2725
Minnesota,Storden,273,4,74,75,18,1,172
Minnesota,Cass Lake,646,58,110,168,37,5,378
Minnesota,Glencoe,5495,471,1495,1140,385,113,3604
Minnesota,New Ulm,13248,649,3043,3118,1550,580,8940
Minnesota,Springfield,2056,110,591,464,162,62,1389
Minnesota,Canby,1627,147,468,413,146,36,1210
Minnesota,Avoca,96,13,34,28,2,4,81
Minnesota,Pease,245,12,66,62,18,4,162
Minnesota,Glenwood,2535,125,600,673,297,192,1887
Minnesota,Rush City,3139,254,1230,561,139,75,2259
Minnesota,Blomkest,143,6,51,46,5,1,109
Minnesota,Scanlon,1157,52,196,375,147,45,815
Minnesota,Caledonia,2769,154,765,660,275,70,1924
Minnesota,Spring Grove,1331,115,389,328,122,46,1000
Minnesota,Victoria,9032,153,562,1541,2299,1092,5647
Minnesota,Strathcona,24,2,13,7,1,0,23
Minnesota,Brewster,479,24,110,130,35,0,299
Minnesota,Dundee,99,7,50,9,6,0,72
Minnesota,Braham,1854,146,480,410,112,28,1176
Minnesota,Cottonwood,1281,66,329,231,160,73,859
Minnesota,Goodridge,156,10,44,41,7,0,102
Minnesota,Morris,5353,271,727,998,638,403,3037
Minnesota,Murdock,292,16,60,86,17,1,180
Minnesota,Heron Lake,751,51,159,193,94,9,506
Minnesota,Lakefield,1710,46,482,469,125,29,1151
Minnesota,Cleveland,744,29,163,208,57,13,470
Minnesota,Odessa,108,10,32,33,8,2,85
Minnesota,Deerwood,577,38,160,114,44,22,378
Minnesota,Racine,459,11,100,128,36,10,285
Minnesota,Waltham,132,6,36,35,5,4,86
Minnesota,Little Rock,1137,151,134,144,27,0,456
Minnesota,Evansville,606,20,171,207,65,9,472
Minnesota,Kensington,201,14,77,60,8,1,160
Minnesota,Holt,111,4,30,23,1,2,60
Minnesota,Walters,129,16,42,19,0,0,77
Minnesota,Alvarado,410,59,99,87,35,3,283
Minnesota,Grygla,164,15,48,35,17,7,122
Minnesota,Kiester,491,10,155,122,64,8,359
Minnesota,Middle River,264,21,79,51,29,6,186
Minnesota,Blue Earth,3146,208,1011,850,242,109,2420
Minnesota,Sacred Heart,540,47,160,101,33,4,345
Minnesota,Lakeland,1907,47,357,426,327,222,1379
Minnesota,Lake St. Croix Beach,1029,32,151,301,195,56,735
Minnesota,Aitkin,2282,261,560,480,196,69,1566
Minnesota,McGregor,383,34,99,78,23,4,238
Minnesota,Palisade,233,14,77,52,4,7,154
Minnesota,Lake Crystal,2511,202,520,582,313,130,1747
Minnesota,Balaton,602,34,197,136,64,9,440
Minnesota,St. Hilaire,213,31,57,64,5,2,159
Minnesota,Erhard,105,10,35,23,3,4,75
Minnesota,Odin,104,0,39,37,6,1,83
Minnesota,Granite Falls,2600,91,740,803,168,108,1910
Minnesota,Kellogg,502,48,149,135,24,13,369
Minnesota,Warren,1668,158,392,402,151,69,1172
Minnesota,Delavan,277,20,82,51,27,1,181
Minnesota,Winnebago,1355,111,395,286,98,53,943
Minnesota,Strandquist,84,8,29,10,5,0,52
Minnesota,St. Peter,11784,645,1813,2173,1278,789,6698
Minnesota,Grand Marais,1201,46,266,202,258,107,879
Minnesota,Biscay,106,6,38,44,1,0,89
Minnesota,Silver Lake,889,19,288,233,28,16,584
Minnesota,Dent,191,10,39,47,25,2,123
Minnesota,Perham,3345,223,701,725,505,117,2271
Minnesota,Miltona,391,20,80,116,36,8,260
Minnesota,Barrett,445,43,108,109,32,6,298
Minnesota,Elbow Lake,1278,84,275,367,135,45,906
Minnesota,Dennison,157,6,32,47,9,7,101
Minnesota,Lonsdale,3922,148,684,830,438,98,2198
Minnesota,Hayfield,1356,46,396,313,130,59,944
Minnesota,Winona,26981,1091,3858,5109,3230,1904,15192
Minnesota,Bingham Lake,194,10,54,43,14,3,124
Minnesota,Hammond,75,6,32,12,4,1,55
Minnesota,Doran,23,0,13,6,2,0,21
Minnesota,Bayport,3712,177,915,967,520,233,2812
Minnesota,Grant,4138,47,626,890,872,501,2936
Minnesota,Lakeland Shores,352,5,40,97,59,36,237
Minnesota,Oakdale,28018,1242,5126,6981,4282,1743,19374
Minnesota,Taylors Falls,1024,31,237,319,98,67,752
Minnesota,Moose Lake,2823,372,1089,712,229,44,2446
Minnesota,Eitzen,247,14,76,52,21,26,189
Minnesota,Delhi,25,9,13,1,2,0,25
Minnesota,Owatonna,25656,1391,5559,5473,3158,1599,17180
Minnesota,Morgan,865,75,202,172,99,24,572
Minnesota,Norwood Young America,3700,84,953,897,410,119,2463
Minnesota,Hartland,327,18,104,78,19,15,234
Minnesota,Le Roy,1083,67,253,243,121,42,726
Minnesota,Riverton,178,18,24,34,15,0,91
Minnesota,Roseville,35833,1496,4370,6295,7412,5508,25081
Minnesota,Rockville,2533,205,478,665,345,117,1810
Minnesota,Newport,3506,140,826,947,335,173,2421
Minnesota,Minneiska,103,7,15,49,14,7,92
Minnesota,St. Vincent,44,1,20,13,2,1,37
Minnesota,Rushmore,359,29,104,81,21,2,237
Minnesota,Hollandale,407,17,101,110,39,7,274
Minnesota,Pine Island,3456,106,500,756,546,233,2141
Minnesota,Lake Elmo,8794,316,1130,1493,1800,1147,5886
Minnesota,Warroad,1952,88,404,477,260,49,1278
Minnesota,Wanda,76,5,29,20,2,0,56
Minnesota,Afton,2980,65,354,565,775,480,2239
Minnesota,Campbell,204,5,51,51,13,4,124
Minnesota,Elgin,1240,58,233,297,149,27,764
Minnesota,Stewartville,6133,146,1144,1541,654,379,3864
Minnesota,Walnut Grove,709,85,139,141,46,15,426
Minnesota,Turtle River,94,1,19,39,15,5,79
Minnesota,Lanesboro,690,28,129,217,112,63,549
Minnesota,Peterson,200,18,61,46,16,13,154
Minnesota,Rushford,1806,126,421,460,178,59,1244
Minnesota,Brandon,608,26,161,138,80,9,414
Minnesota,Ashby,518,19,103,141,45,21,329
Minnesota,Fountain,375,16,85,99,52,17,269
Minnesota,Belview,336,45,112,95,20,5,277
Minnesota,Lamberton,754,90,237,151,65,23,566
Minnesota,Seaforth,85,6,14,24,7,0,51
Minnesota,Big Lake,10699,377,1708,2326,1381,394,6186
Minnesota,Oak Park Heights,4842,335,1229,1156,821,343,3884
Minnesota,La Crescent,5087,122,891,1341,804,372,3530
Minnesota,St. Charles,3723,109,674,952,489,236,2460
Minnesota,Forest Lake,19643,726,3576,4716,2559,1279,12856
Minnesota,St. Paul Park,5372,304,1135,1426,500,171,3536
Minnesota,Lake Bronson,183,21,96,26,10,1,154
Minnesota,Bowlus,269,12,84,57,17,2,172
Minnesota,Upsala,529,53,120,113,21,20,327
Minnesota,Bigelow,226,26,46,42,12,3,129
Minnesota,Chisago City,5043,274,1015,1599,662,164,3714
Minnesota,Barnum,632,46,109,163,57,11,386
Minnesota,Red Lake,1704,217,244,227,71,0,759
Minnesota,Garfield,253,9,55,93,27,4,188
Minnesota,Hoffman,587,35,150,141,36,16,378
Minnesota,Manchester,43,0,19,10,1,0,30
Minnesota,Twin Lakes,148,14,69,27,10,1,121
Minnesota,Elk River,24211,817,4338,6397,3241,1342,16135
Minnesota,Gilman,265,18,57,74,33,1,183
Minnesota,Bellingham,238,10,90,42,9,2,153
Minnesota,Garvin,128,11,57,24,6,1,99
Minnesota,Ihlen,46,1,31,5,4,2,43
Minnesota,Fairmont,10191,522,2854,2278,1228,409,7291
Minnesota,Barry,10,0,1,2,2,0,5
Minnesota,Lynd,526,32,78,118,56,14,298
Minnesota,Pemberton,275,8,94,55,12,5,174
Minnesota,Grasston,214,23,70,47,1,8,149
Minnesota,Federal Dam,107,8,28,32,8,1,77
Minnesota,Badger,403,25,85,84,33,11,238
Minnesota,Rose Creek,440,43,125,86,39,5,298
Minnesota,Brownsdale,613,27,186,189,45,24,471
Minnesota,Austin,25006,2725,4881,5199,2414,1365,16584
Minnesota,Manhattan Beach,73,0,33,17,3,1,54
Minnesota,Jenkins,420,11,109,106,13,15,254
Minnesota,Ironton,642,25,234,126,47,19,451
Minnesota,Emily,608,29,176,198,91,39,533
Minnesota,Cuyuna,288,7,85,113,6,2,213
Minnesota,Crosby,2825,267,705,661,186,101,1920
Minnesota,St. Anthony city (Hennepin and Ramsey Counties),9027,286,1363,1782,1822,1281,6534
Minnesota,Plymouth,77213,1219,7094,14155,19914,12418,54800
Minnesota,De Graff,134,13,36,37,13,3,102
Minnesota,Danvers,138,8,22,41,23,0,94
Minnesota,Brook Park,121,3,61,13,0,2,79
Minnesota,Rock Creek,1730,120,457,456,162,53,1248
Minnesota,Beltrami,120,12,34,32,10,0,88
Minnesota,Blackduck,856,34,253,216,36,16,555
Minnesota,Cromwell,269,26,94,63,16,3,202
Minnesota,Thief River Falls,8758,500,2128,2213,1029,193,6063
Minnesota,Marshall,13706,704,2531,2593,1691,648,8167
Minnesota,Clarkfield,937,59,194,230,98,27,608
Minnesota,Hanska,427,17,142,97,13,7,276
Minnesota,Windom,4459,334,1109,858,571,184,3056
Minnesota,Viking,109,11,42,19,13,0,85
Minnesota,Laporte,159,5,92,27,12,3,139
Minnesota,Pelican Rapids,2468,401,473,398,138,70,1480
Minnesota,Elizabeth,157,6,39,57,7,1,110
Minnesota,Appleton,1466,204,429,263,117,43,1056
Minnesota,Stephen,678,81,209,86,77,22,475
Minnesota,Cloquet,11998,329,2609,2933,1187,479,7537
Minnesota,Carlton,1063,74,298,321,113,27,833
Minnesota,Wyoming,7839,258,2019,2065,605,290,5237
Minnesota,Wykoff,447,39,105,127,29,2,302
Minnesota,Whalan,66,4,13,11,15,6,49
Minnesota,Ostrander,276,24,89,73,4,6,196
Minnesota,Mabel,794,55,275,182,71,15,598
Minnesota,Herman,443,9,157,136,31,10,343
Minnesota,Forada,200,5,61,60,18,9,153
Minnesota,Solway,68,3,11,29,6,3,52
Minnesota,Wright,129,2,48,25,0,10,85
Minnesota,Donnelly,261,11,98,43,8,9,169
Minnesota,Russell,340,15,109,73,25,8,230
Minnesota,Minneota,1349,115,376,304,140,33,968
Minnesota,Richfield,35982,2738,5092,7658,7001,3227,25716
Minnesota,Meire Grove,173,14,47,29,19,1,110
Minnesota,West Union,114,0,15,45,2,5,67
Minnesota,Wadena,4051,343,990,1074,291,52,2750
Minnesota,Aldrich,55,3,20,15,9,1,48
Minnesota,Little Canada,10387,701,1906,2656,1711,773,7747
Minnesota,Avon,1628,67,292,427,196,83,1065
Minnesota,Hewitt,185,9,53,58,11,4,135
Minnesota,Mahtomedi,8095,126,877,1624,1546,1330,5503
Minnesota,Hastings,22690,643,4945,5651,3173,1384,15796
Minnesota,Independence,3751,88,471,725,882,334,2500
Minnesota,Dellwood,1251,9,64,131,344,273,821
Minnesota,Landfall,754,148,204,88,19,5,464
Minnesota,Clements,123,2,56,23,3,0,84
Minnesota,Hayward,256,14,77,91,9,7,198
Minnesota,Emmons,415,24,119,98,31,6,278
Minnesota,Greenbush,835,31,187,216,91,7,532
Minnesota,White Bear Lake,25601,675,4731,6921,4155,2282,18764
Minnesota,St. Marys Point,361,3,55,95,62,33,248
Minnesota,Pine Springs,421,1,86,68,105,57,317
Minnesota,Lewiston,1639,97,334,435,200,38,1104
Minnesota,Foxhome,111,12,42,18,2,3,77
Minnesota,Utica,307,16,55,77,21,8,177
Minnesota,Wilder,55,8,17,10,0,0,35
Minnesota,Pine River,901,155,242,145,56,30,628
Minnesota,Boy River,37,5,15,6,0,0,26
Minnesota,Taopi,44,2,16,8,2,0,28
Minnesota,New London,1202,87,255,378,138,35,893
Minnesota,Leota,174,13,55,65,0,0,133
Minnesota,Swanville,311,25,89,72,18,7,211
Minnesota,Lastrup,173,4,60,34,8,10,116
Minnesota,Elmdale,74,9,20,26,6,2,63
Minnesota,Boyd,106,16,43,37,3,0,99
Minnesota,Lancaster,377,13,121,83,40,0,257
Minnesota,Halma,36,10,8,12,2,0,32
Minnesota,Hancock,798,34,144,226,101,20,525
Minnesota,Mountain Lake,2153,188,501,513,170,16,1388
Minnesota,Tracy,2172,149,531,538,173,35,1426
Minnesota,Winsted,2269,108,521,573,161,84,1447
Minnesota,Lester Prairie,1958,119,365,481,115,54,1134
Minnesota,Florence,23,0,12,3,0,0,15
Minnesota,Deer Creek,256,18,72,69,13,5,177
Minnesota,Clitherall,84,12,35,10,5,0,62
Minnesota,Bluffton,200,12,63,35,6,1,117
Minnesota,Hendricks,727,42,244,209,61,23,579
Minnesota,Spring Park,1829,94,465,540,370,116,1585
Minnesota,Shorewood,7752,70,567,1092,2189,1365,5283
Minnesota,Minneapolis,416021,28418,43376,67694,82479,53887,275854
Minnesota,Mapleton,1696,66,433,434,145,53,1131
Minnesota,Medford,1339,56,222,318,135,42,773
Minnesota,Kettle River,162,9,42,58,12,1,122
Minnesota,Brownsville,566,15,189,150,57,16,427
Minnesota,Rogers,12777,263,1739,2585,2712,826,8125
Minnesota,Harmony,994,66,282,281,131,58,818
Minnesota,Shafer,1121,42,208,273,102,26,651
Minnesota,Carver,4629,135,288,947,979,514,2863
Minnesota,Clear Lake,583,23,107,152,79,15,376
Minnesota,Kimball,907,29,179,244,65,23,540
Minnesota,Bricelyn,279,23,88,57,28,6,202
Minnesota,Corcoran,5775,229,1090,1392,1033,363,4107
Minnesota,Courtland,676,19,124,223,112,18,496
Minnesota,St. James,4455,622,1261,609,299,82,2873
Minnesota,Comfrey,399,22,106,98,32,17,275
Minnesota,Henning,904,74,178,277,61,29,619
Minnesota,Norcross,41,6,7,13,4,2,32
Minnesota,Kasson,6295,146,1380,1537,671,319,4053
Minnesota,Alexandria,13380,661,2767,3659,1568,555,9210
Minnesota,Revere,78,18,26,15,2,0,61
Minnesota,Dakota,311,27,64,89,39,10,229
Minnesota,Woodbury,68686,1197,5942,11631,15923,10033,44726
Minnesota,Lucan,190,4,48,50,19,7,128
Minnesota,Stewart,576,23,165,200,19,6,413
Minnesota,Alberta,144,4,37,47,16,3,107
Minnesota,Bagley,1496,177,380,317,120,40,1034
Minnesota,Plummer,319,5,68,99,26,3,201
Minnesota,Henderson,893,50,237,222,63,28,600
Minnesota,Baxter,8087,188,1215,2245,952,791,5391
Minnesota,Ogema,191,3,39,39,11,12,104
Minnesota,Hilltop,862,160,235,124,50,5,574
Minnesota,Sturgeon Lake,455,37,127,109,15,5,293
Minnesota,Mountain Iron,2852,169,574,833,336,119,2031
Minnesota,Bethel,471,24,110,136,24,7,301
Minnesota,Hibbing,16106,871,2533,5173,1569,525,10671
Minnesota,Waverly,1395,42,338,339,196,28,943
Minnesota,Maple Lake,2091,116,492,638,130,42,1418
Minnesota,Medina,6191,130,345,938,1381,1226,4020
Minnesota,Bemidji,15004,623,2226,3099,1464,877,8289
Minnesota,Ortonville,1965,195,663,396,110,64,1428
Minnesota,Spring Hill,62,12,15,21,5,1,54
Minnesota,Dalton,299,28,91,66,15,8,208
Minnesota,Argyle,722,102,192,143,86,10,533
Minnesota,Orono,8015,115,760,1146,2311,1356,5688
Minnesota,Plainview,3270,155,639,888,381,77,2140
Minnesota,Iona,128,12,30,45,7,0,94
Minnesota,Frost,234,10,51,62,10,5,138
Minnesota,Stacy,1808,111,407,415,148,39,1120
Minnesota,New Germany,443,16,118,105,33,8,280
Minnesota,Quamba,158,8,48,22,6,3,87
Minnesota,Janesville,2545,94,506,568,326,109,1603
Minnesota,Isle,746,81,209,178,74,30,572
Minnesota,Lismore,231,26,54,59,14,4,157
Minnesota,Taconite,634,36,177,199,38,23,473
Minnesota,Nicollet,1153,30,251,321,136,32,770
Minnesota,Glyndon,1245,54,224,273,158,64,773
Minnesota,Felton,136,17,35,45,10,0,107
Minnesota,Johnson,12,0,2,6,0,0,8
Minnesota,Comstock,95,2,13,28,12,14,69
Minnesota,Kerkhoven,691,47,128,156,70,14,415
Minnesota,Eagle Lake,2924,41,436,722,455,112,1766
Minnesota,Amboy,661,59,194,138,65,4,460
Minnesota,Tamarack,111,17,29,12,0,0,58
Minnesota,McGrath,36,7,11,17,0,0,35
Minnesota,Hill City,625,40,129,193,26,22,410
Minnesota,Hamburg,521,16,142,147,61,4,370
Minnesota,Rice Lake,293,44,45,46,2,2,139
Minnesota,St. Michael,17328,383,2024,3762,2905,1075,10149
Minnesota,Litchfield,6631,427,1778,1622,622,231,4680
Minnesota,Brooks,137,22,43,40,10,0,115
Minnesota,Winthrop,1411,90,354,349,122,59,974
Minnesota,Green Isle,626,27,172,117,46,13,375
Minnesota,Gibbon,842,106,177,192,39,10,524
Minnesota,Elkton,113,3,27,33,7,1,71
Minnesota,Crosslake,2015,20,587,531,431,169,1738
Minnesota,Waterville,1984,125,541,430,177,103,1376
Minnesota,Spicer,1255,61,275,298,194,82,910
Minnesota,Borup,87,1,28,27,6,0,62
Minnesota,Chaska,25998,816,3142,4997,5371,2395,16721
Minnesota,Mayer,1990,32,276,461,351,101,1221
Minnesota,Georgetown,95,11,24,19,9,0,63
Minnesota,Arden Hills,10290,307,787,1246,2161,1524,6025
Minnesota,Mapleview,124,15,38,37,4,1,95
Minnesota,Benson,3086,226,650,916,318,89,2199
Minnesota,Hanley Falls,419,30,75,96,26,5,232
Minnesota,Magnolia,208,30,55,43,19,3,150
Minnesota,Fulda,1309,139,359,288,92,74,952
Minnesota,North Oaks,5068,35,255,629,1408,1539,3866
Minnesota,Waubun,523,19,123,102,26,7,277
Minnesota,Skyline,333,7,33,54,107,50,251
Minnesota,St. Clair,851,21,160,164,109,43,497
Minnesota,Watertown,4372,153,688,1264,486,267,2858
Minnesota,Ogilvie,451,39,120,77,28,8,272
Minnesota,Longville,158,5,51,35,8,47,146
Minnesota,Lake Shore,929,33,146,282,248,80,789
Minnesota,Chickamaw Beach,127,6,31,40,16,11,104
Minnesota,Rosemount,23885,593,2519,5112,5141,2047,15412
Minnesota,Lakeville,62489,1511,6561,12042,14309,5430,39853
Minnesota,Callaway,186,11,60,56,3,2,132
Minnesota,Eagan,66363,1599,6774,13640,15804,8129,45946
Minnesota,Clearbrook,452,44,103,131,51,16,345
Minnesota,Foley,2647,166,582,581,228,82,1639
Minnesota,Moorhead,42395,1214,5552,8674,6588,2449,24477
Minnesota,Hutchinson,13882,523,3319,3863,1324,622,9651
Minnesota,Clontarf,146,10,36,46,10,0,102
Minnesota,Blooming Prairie,1860,135,411,429,171,48,1194
Minnesota,Lindstrom,4516,168,744,1142,585,278,2917
Minnesota,Lengby,57,10,20,13,6,3,52
Minnesota,Willow River,439,50,95,108,53,10,316
Minnesota,Sandstone,2683,153,1018,740,123,36,2070
Minnesota,Askov,343,35,84,94,46,12,271
Minnesota,Ruthton,256,31,64,53,16,3,167
Minnesota,Twin Valley,735,56,202,176,66,26,526
Minnesota,South St. Paul,20256,1223,3509,5005,2803,744,13284
Minnesota,Le Sueur,4009,280,914,1047,485,73,2799
Minnesota,Sargeant,40,2,18,11,0,1,32
Minnesota,Adams,774,65,227,181,105,23,601
Minnesota,Breezy Point,2305,30,357,667,456,154,1664
Minnesota,Ulen,521,10,207,115,51,21,404
Minnesota,Hawley,1925,92,304,428,278,79,1181
Minnesota,Rollingstone,646,16,103,191,115,26,451
Minnesota,Rothsay,531,23,127,135,70,29,384
Minnesota,Nashua,12,2,5,2,0,0,9
Minnesota,Kent,57,1,16,18,9,2,46
Minnesota,Elba,78,5,39,19,3,0,66
Minnesota,Eyota,1945,71,326,541,253,87,1278
Minnesota,Zimmerman,5541,193,1070,1465,611,193,3532
Minnesota,Becker,4787,190,799,1315,714,201,3219
Minnesota,Hallock,1052,33,300,211,154,61,759
Minnesota,Wabasso,790,31,185,174,98,34,522
Minnesota,Willmar,19618,2296,3103,4369,1709,774,12251
Minnesota,Le Center,2650,242,570,523,218,86,1639
Minnesota,Elko New Market,4604,36,543,717,940,430,2666
Minnesota,Columbus,4037,119,939,1238,457,239,2992
Minnesota,Nowthen,4649,72,728,1284,596,211,2891
Minnesota,St. Augusta,3669,118,655,1116,420,167,2476
Minnesota,Nisswa,1937,47,326,477,398,170,1418
Minnesota,Backus,334,42,97,54,7,4,204
Minnesota,Westbrook,746,60,212,177,60,26,535
Minnesota,Oklee,473,30,134,93,37,0,294
