,Location,Never_Marrieds,Marrieds,Divorceds,Separateds,Widoweds
12330,"St. Charles village, Michigan",29.42,46.12,14.54,0.82,9.11
12331,"Deckerville village, Michigan",25.71,42.79,14.41,5.35,11.74
12332,"Peck village, Michigan",24.24,52.38,11.69,3.25,8.44
12333,"Allen Park, Michigan",30.62,51.34,10.17,0.84,7.04
12334,"Manistee, Michigan",34.29,42.93,15.2,0.59,6.99
12335,"Onekama village, Michigan",26.78,51.85,13.11,1.99,6.27
12336,"Ahmeek village, Michigan",39.29,15.48,34.52,0.0,10.71
12337,"Newberry village, Michigan",29.35,42.48,14.49,1.37,12.31
12338,"Rochester, Michigan",27.96,56.65,8.6,0.41,6.39
12339,"Troy, Michigan",26.57,60.95,6.96,0.37,5.15
12340,"Clio, Michigan",27.04,34.86,20.69,4.07,13.33
12341,"Holly village, Michigan",33.22,45.51,14.2,1.18,5.89
12342,"Kaleva village, Michigan",30.75,38.5,24.0,0.0,6.75
12343,"Lathrup Village, Michigan",27.27,55.25,9.22,3.13,5.12
12344,"Orchard Lake Village, Michigan",25.84,62.85,8.2,0.28,2.83
12345,"Ortonville village, Michigan",40.29,38.91,15.8,0.87,4.13
12346,"Argentine, Michigan",23.1,54.05,16.71,0.8,5.35
12347,"Gaines village, Michigan",28.12,53.67,13.42,3.19,1.6
12348,"Swartz Creek, Michigan",30.43,46.61,11.36,1.51,10.09
12349,"Cass City village, Michigan",22.53,53.9,13.35,0.76,9.47
12350,"Gagetown village, Michigan",18.52,56.79,7.41,2.47,14.81
12351,"Rothbury village, Michigan",43.42,40.79,7.57,1.32,6.91
12352,"Oak Park, Michigan",44.55,34.44,13.2,1.16,6.66
12353,"Alpha village, Michigan",29.17,23.33,35.0,0.0,12.5
12354,"Holt, Michigan",28.51,49.07,14.83,1.57,6.02
12355,"Royal Oak, Michigan",39.2,44.51,10.76,0.54,4.99
12356,"Livonia, Michigan",27.96,55.42,9.4,0.65,6.57
12357,"Melvindale, Michigan",41.09,38.55,12.95,1.53,5.87
12358,"Auburn Hills, Michigan",47.25,37.62,10.31,0.91,3.92
12359,"Oakley village, Michigan",20.17,52.1,18.91,0.84,7.98
12360,"Tecumseh, Michigan",29.26,49.77,15.06,0.0,5.92
12361,"Hastings, Michigan",29.31,46.8,14.56,1.78,7.55
12362,"Woodland village, Michigan",30.81,46.97,14.39,2.02,5.81
12363,"North Adams village, Michigan",29.3,49.64,13.8,2.18,5.08
12364,"Copper City village, Michigan",27.27,44.32,20.45,1.14,6.82
12365,"Calumet village, Michigan",34.49,40.26,15.35,3.63,6.27
12366,"Shields, Michigan",23.53,50.54,13.53,1.17,11.23
12367,"Luther village, Michigan",31.58,42.91,12.55,5.67,7.29
12368,"Athens village, Michigan",32.81,45.31,15.75,0.96,5.17
12369,"Eau Claire village, Michigan",33.2,51.98,12.25,0.0,2.57
12370,"Galesburg, Michigan",32.24,35.39,23.68,2.2,6.49
12371,"Southgate, Michigan",29.61,46.28,14.19,0.78,9.14
12372,"Haslett, Michigan",31.97,49.4,11.46,0.49,6.68
12373,"Keego Harbor, Michigan",31.61,40.85,19.33,2.02,6.2
12374,"Battle Creek, Michigan",35.65,39.28,16.79,2.01,6.27
12375,"Casnovia village, Michigan",38.35,48.87,7.52,1.5,3.76
12376,"Buckman, Minnesota",51.89,37.26,6.6,0.0,4.25
12377,"Kingston, Minnesota",27.42,58.06,6.45,0.0,8.06
12378,"Willernie, Minnesota",47.26,27.44,16.46,1.22,7.62
12379,"Birchwood Village, Minnesota",21.71,64.08,8.66,1.16,4.39
12380,"Hugo, Minnesota",26.85,58.78,11.18,0.61,2.58
12381,"Marine on St. Croix, Minnesota",20.19,65.18,7.79,0.48,6.36
12382,"Genola, Minnesota",48.08,32.69,15.38,0.0,3.85
12383,"Hillman, Minnesota",38.71,41.94,9.68,0.0,9.68
12384,"Kinbrae, Minnesota",0.0,100.0,0.0,0.0,0.0
12385,"Round Lake, Minnesota",30.36,54.6,8.64,0.84,5.57
12386,"Worthington, Minnesota",36.95,45.98,8.75,1.51,6.81
12387,"Cologne, Minnesota",22.77,67.61,6.07,0.55,2.99
12388,"Waconia, Minnesota",23.2,61.71,9.27,0.96,4.86
12389,"Hokah, Minnesota",32.3,51.55,10.97,0.0,5.18
12390,"Truman, Minnesota",28.65,51.06,7.29,2.64,10.36
12391,"Goodview, Minnesota",36.55,47.29,11.69,0.2,4.27
12392,"Oronoco, Minnesota",18.17,72.79,6.21,0.0,2.83
12393,"Rochester, Minnesota",31.35,52.92,9.97,0.82,4.94
12394,"Minnesota City, Minnesota",22.95,68.85,6.56,0.0,1.64
12395,"Farmington, Minnesota",28.08,58.3,10.16,0.44,3.03
12396,"Montevideo, Minnesota",31.14,44.08,13.91,1.91,8.96
12397,"Rice, Minnesota",28.51,56.55,11.9,1.2,1.85
12398,"Apple Valley, Minnesota",27.11,57.6,9.59,1.05,4.65
12399,"Hampton, Minnesota",39.32,48.83,9.34,0.36,2.15
12400,"Hendrum, Minnesota",28.46,56.54,8.85,0.0,6.15
12401,"Holland, Minnesota",23.88,54.48,13.43,3.73,4.48
12402,"Pipestone, Minnesota",22.07,51.74,13.42,1.91,10.86
12403,"Trosky, Minnesota",18.07,62.65,9.64,0.0,9.64
12404,"Vesta, Minnesota",21.99,53.11,12.03,1.66,11.2
12405,"Trimont, Minnesota",26.23,50.76,14.72,2.03,6.26
12406,"Raymond, Minnesota",30.09,54.09,8.35,0.52,6.96
12407,"Houston, Minnesota",26.86,48.64,12.54,1.42,10.53
12408,"Hinckley, Minnesota",39.14,29.25,21.39,2.11,8.1
12409,"Mentor, Minnesota",18.44,62.01,13.97,1.68,3.91
12410,"Nielsville, Minnesota",24.14,60.92,10.34,0.0,4.6
12411,"Trail, Minnesota",64.15,26.42,5.66,0.0,3.77
12412,"Andover, Minnesota",27.7,60.06,8.3,0.85,3.09
12413,"Elysian, Minnesota",18.0,67.27,7.64,0.55,6.55
12414,"Kinney, Minnesota",19.27,55.05,6.42,1.83,17.43
12415,"Meadowlands, Minnesota",26.85,28.7,17.59,4.63,22.22
12416,"Holloway, Minnesota",14.89,55.32,27.66,0.0,2.13
12417,"Waldorf, Minnesota",21.35,57.3,12.36,1.69,7.3
12418,"Waseca, Minnesota",32.89,46.8,11.44,2.32,6.56
12419,"Cedar Mills, Minnesota",15.56,51.11,11.11,0.0,22.22
12420,"Isanti, Minnesota",33.2,48.61,16.22,1.14,0.83
12421,"Harding, Minnesota",33.33,36.75,18.8,4.27,6.84
12422,"Royalton, Minnesota",29.06,54.81,8.82,0.5,6.81
12423,"Wilmont, Minnesota",26.51,54.82,9.64,3.61,5.42
12424,"Alpha, Minnesota",17.02,55.32,13.83,2.13,11.7
12425,"Jackson, Minnesota",27.52,52.61,11.51,1.09,7.28
12426,"Prinsburg, Minnesota",14.5,74.05,2.29,0.0,9.16
12427,"Regal, Minnesota",34.15,58.54,7.32,0.0,0.0
12428,"Montgomery, Minnesota",39.9,42.31,13.27,1.55,2.97
12429,"Clinton, Minnesota",31.91,43.77,12.16,0.0,12.16
12430,"Hermantown, Minnesota",25.47,56.66,10.44,0.71,6.71
12431,"Leonidas, Minnesota",6.82,65.91,25.0,0.0,2.27
12432,"Orr, Minnesota",41.03,37.18,17.95,0.85,2.99
12433,"Northrop, Minnesota",26.62,46.75,12.99,0.0,13.64
12434,"Vineland, Minnesota",56.3,24.07,11.11,1.3,7.22
12435,"Bruno, Minnesota",15.87,50.79,22.22,1.59,9.52
12436,"Pine City, Minnesota",32.81,40.65,17.9,2.41,6.23
12437,"Crookston, Minnesota",37.28,44.87,7.37,2.21,8.26
12438,"East Grand Forks, Minnesota",30.18,48.55,10.35,2.18,8.74
12439,"Lyle, Minnesota",28.91,51.46,13.79,0.0,5.84
12440,"Arlington, Minnesota",33.0,50.66,8.07,0.47,7.8
12441,"Gaylord, Minnesota",24.21,52.36,8.97,0.77,13.69
12442,"New Auburn, Minnesota",18.0,65.56,12.67,0.0,3.78
12443,"Maynard, Minnesota",22.4,55.52,17.67,0.95,3.47
12444,"Cosmos, Minnesota",23.71,48.83,18.31,1.88,7.28
12445,"Dassel, Minnesota",26.35,49.44,15.19,0.94,8.07
12446,"Sauk Rapids, Minnesota",33.29,49.09,11.39,1.55,4.67
12447,"Lilydale, Minnesota",10.97,56.46,10.06,0.23,22.29
12448,"Darwin, Minnesota",25.1,53.33,14.12,0.0,7.45
12449,"Wrenshall, Minnesota",29.73,54.59,11.35,0.0,4.32
12450,"Leonard, Minnesota",3.7,88.89,7.41,0.0,0.0
12451,"Shevlin, Minnesota",36.3,42.22,15.56,2.96,2.96
12452,"Burnsville, Minnesota",33.18,49.35,11.12,1.77,4.58
12453,"Mendota, Minnesota",42.51,46.38,8.21,0.0,2.9
12454,"Belle Plaine, Minnesota",28.88,55.61,9.63,0.41,5.45
12455,"Vermillion, Minnesota",27.97,62.87,4.46,0.25,4.46
12456,"Oak Grove, Minnesota",26.07,60.61,9.59,0.63,3.1
12457,"St. Francis, Minnesota",33.65,50.6,11.67,1.1,2.98
12458,"Annandale, Minnesota",18.16,59.2,13.76,0.5,8.38
12459,"Delano, Minnesota",22.91,60.14,9.47,0.23,7.26
12460,"Cook, Minnesota",22.0,33.79,16.78,0.68,26.76
12461,"Virginia, Minnesota",33.52,37.08,16.45,2.34,10.61
12462,"Byron, Minnesota",25.38,62.54,8.74,0.0,3.34
12463,"Ellendale, Minnesota",26.06,48.39,14.21,0.0,11.34
12464,"Breckenridge, Minnesota",31.09,45.89,12.2,1.99,8.82
12465,"Wolverton, Minnesota",14.29,75.0,5.36,0.0,5.36
12466,"Dexter, Minnesota",18.25,53.28,24.45,0.73,3.28
12467,"Woodstock, Minnesota",22.11,61.05,8.42,6.32,2.11
12468,"Verndale, Minnesota",36.32,44.37,11.72,2.3,5.29
12469,"Mounds View, Minnesota",35.28,45.8,13.31,1.13,4.48
12470,"Fosston, Minnesota",27.2,45.15,14.64,0.23,12.79
12471,"Shakopee, Minnesota",31.14,53.92,9.78,1.26,3.89
12472,"Anoka, Minnesota",35.0,41.32,14.13,1.92,7.63
12473,"Babbitt, Minnesota",21.11,52.2,14.39,0.0,12.3
12474,"Tower, Minnesota",29.36,52.63,4.43,2.77,10.8
12475,"Otsego, Minnesota",24.45,64.02,7.53,0.3,3.7
12476,"Brookston, Minnesota",31.68,42.57,13.86,0.0,11.88
12477,"Ely, Minnesota",29.25,45.09,13.92,2.97,8.77
12478,"Proctor, Minnesota",25.37,55.07,10.6,0.94,8.01
12479,"Dunnell, Minnesota",31.45,50.31,11.32,0.63,6.29
12480,"Welcome, Minnesota",22.56,58.48,11.19,1.44,6.32
12481,"Cokato, Minnesota",29.38,44.89,12.54,2.46,10.74
12482,"Buhl, Minnesota",30.42,43.22,15.69,1.49,9.18
12483,"Chisholm, Minnesota",26.54,47.3,15.25,1.06,9.85
12484,"Duluth, Minnesota",43.26,39.19,11.33,0.66,5.56
12485,"McKinley, Minnesota",24.22,64.06,8.59,0.0,3.12
12486,"Winton, Minnesota",37.61,45.87,15.6,0.0,0.92
12487,"Underwood, Minnesota",16.18,62.14,13.27,0.97,7.44
12488,"Akeley, Minnesota",23.31,43.24,15.54,5.41,12.5
12489,"La Salle, Minnesota",33.93,50.0,10.71,0.0,5.36
12490,"Claremont, Minnesota",34.58,40.91,19.17,1.58,3.75
12491,"The Lakes, Minnesota",13.64,74.13,5.59,0.0,6.64
12492,"Eden Prairie, Minnesota",26.2,61.9,8.14,0.76,3.0
12493,"Edina, Minnesota",23.62,59.66,9.16,0.68,6.88
12494,"North Mankato, Minnesota",28.77,54.29,10.62,0.64,5.67
12495,"Beaver Creek, Minnesota",29.05,67.58,2.14,0.31,0.92
12496,"Hills, Minnesota",16.4,64.37,7.94,1.94,9.35
12497,"Shoreview, Minnesota",24.86,58.6,10.82,0.47,5.25
12498,"Edgerton, Minnesota",16.63,60.65,8.11,1.12,13.49
12499,"Mendota Heights, Minnesota",23.07,62.32,8.59,0.58,5.44
12500,"Finlayson, Minnesota",31.03,39.46,20.31,0.0,9.2
12501,"Granada, Minnesota",29.03,53.0,7.83,1.38,8.76
12502,"Gonvick, Minnesota",29.55,45.0,9.55,0.45,15.45
12503,"Miesville, Minnesota",24.53,60.38,4.72,0.0,10.38
12504,"New Trier, Minnesota",34.57,50.62,11.11,0.0,3.7
12505,"Perley, Minnesota",25.86,46.55,8.62,8.62,10.34
12506,"Randolph, Minnesota",19.82,60.95,14.2,0.0,5.03
12507,"Beaver Bay, Minnesota",6.11,70.99,15.27,1.53,6.11
12508,"Ada, Minnesota",24.15,53.06,13.18,0.28,9.33
12509,"Jordan, Minnesota",34.9,48.93,10.27,1.28,4.61
12510,"Henriette, Minnesota",44.44,25.93,25.93,0.0,3.7
12511,"Kerrick, Minnesota",62.26,22.64,13.21,0.0,1.89
12512,"Clara City, Minnesota",18.66,62.68,7.34,0.27,11.05
12513,"Lake Lillian, Minnesota",28.63,52.7,10.37,0.41,7.88
12514,"New Prague, Minnesota",28.85,54.65,9.85,0.22,6.43
12515,"Gilbert, Minnesota",29.39,47.86,15.44,0.31,7.01
12516,"Hoyt Lakes, Minnesota",17.26,60.51,14.78,1.1,6.34
12517,"Iron Junction, Minnesota",18.28,58.06,17.2,1.08,5.38
12518,"Prior Lake, Minnesota",23.91,62.06,9.71,0.45,3.86
12519,"Audubon, Minnesota",33.89,45.32,14.76,2.7,3.33
12520,"Lexington, Minnesota",40.59,34.62,19.62,3.08,2.09
12521,"Beardsley, Minnesota",25.47,50.31,16.15,0.0,8.07
12522,"Graceville, Minnesota",13.31,52.52,14.21,0.9,19.06
12523,"Barnesville, Minnesota",24.71,57.14,9.91,0.0,8.24
12524,"Dilworth, Minnesota",21.53,61.84,10.51,1.16,4.96
12525,"Watson, Minnesota",25.71,53.57,12.86,1.43,6.43
12526,"Monticello, Minnesota",29.6,51.37,14.43,0.66,3.94
12527,"Montrose, Minnesota",28.04,54.31,14.27,0.86,2.53
12528,"Ceylon, Minnesota",32.62,47.31,9.32,2.51,8.24
12529,"Eveleth, Minnesota",46.95,34.28,12.17,1.55,5.05
12530,"Ramsey, Minnesota",28.31,59.64,8.0,1.15,2.91
12531,"White Earth, Minnesota",61.92,12.29,13.51,0.0,12.29
12532,"Randall, Minnesota",31.29,45.03,19.24,0.21,4.23
12533,"Hanover, Minnesota",20.64,68.95,7.5,0.0,2.91
12534,"Grove City, Minnesota",35.44,41.56,13.5,1.27,8.23
12535,"Correll, Minnesota",41.46,39.02,7.32,4.88,7.32
12536,"Elbow Lake, Minnesota",25.0,43.33,10.0,0.0,21.67
12537,"Hitterdal, Minnesota",16.67,66.67,11.54,0.0,5.13
12538,"Sabin, Minnesota",21.58,64.96,10.47,0.0,2.99
12539,"Blaine, Minnesota",27.38,57.4,9.87,0.88,4.47
12540,"Centerville, Minnesota",24.76,62.48,8.29,0.83,3.65
12541,"Circle Pines, Minnesota",27.47,53.52,13.61,1.54,3.87
12542,"Coon Rapids, Minnesota",30.94,48.93,12.69,1.87,5.57
12543,"Sunfish Lake, Minnesota",27.41,67.15,3.97,0.0,1.46
12544,"West St. Paul, Minnesota",38.63,41.95,11.75,1.72,5.95
12545,"Silver Bay, Minnesota",20.53,60.33,9.14,0.59,9.41
12546,"Hatfield, Minnesota",28.0,64.0,8.0,0.0,0.0
12547,"Two Harbors, Minnesota",26.94,42.95,16.59,2.76,10.76
12548,"Gary, Minnesota",35.24,55.07,7.49,0.0,2.2
12549,"Halstad, Minnesota",27.67,43.7,11.83,2.67,14.12
12550,"Denham, Minnesota",17.24,41.38,37.93,0.0,3.45
12551,"Rutledge, Minnesota",26.71,47.95,13.7,0.0,11.64
12552,"Climax, Minnesota",24.88,42.11,22.97,5.26,4.78
12553,"Fertile, Minnesota",28.85,45.14,12.35,1.2,12.46
12554,"Fisher, Minnesota",31.48,50.97,7.52,1.67,8.36
12555,"Gully, Minnesota",58.93,30.36,0.0,5.36,5.36
12556,"McIntosh, Minnesota",22.1,39.62,18.29,1.9,18.1
12557,"Detroit Lakes, Minnesota",31.19,44.05,13.42,0.7,10.64
12558,"Pine Point, Minnesota",57.77,14.74,4.78,17.13,5.58
12559,"Columbia Heights, Minnesota",39.0,38.33,13.73,2.33,6.62
12560,"Altura, Minnesota",28.91,60.74,4.77,1.33,4.24
12561,"Bovey, Minnesota",24.46,48.92,17.3,1.16,8.15
12562,"Roscoe, Minnesota",17.05,53.41,18.18,1.14,10.23
12563,"Wolf Lake, Minnesota",57.14,0.0,28.57,0.0,14.29
12564,"East Bethel, Minnesota",28.0,62.05,6.79,0.41,2.75
12565,"Ham Lake, Minnesota",24.13,63.26,8.75,0.75,3.11
12566,"Fridley, Minnesota",35.99,45.32,11.54,1.69,5.45
12567,"Roosevelt, Minnesota",23.0,62.0,5.0,5.0,5.0
12568,"Roseau, Minnesota",27.56,50.7,12.52,0.0,9.23
12569,"Battle Lake, Minnesota",22.29,49.36,10.51,0.64,17.2
12570,"New York Mills, Minnesota",33.43,41.95,15.5,1.72,7.4
12571,"Ottertail, Minnesota",18.96,61.37,13.98,0.0,5.69
12572,"Parkers Prairie, Minnesota",19.57,51.94,9.16,0.38,18.95
12573,"Gem Lake, Minnesota",19.83,65.36,10.61,0.56,3.63
12574,"Cambridge, Minnesota",28.28,43.23,16.93,1.87,9.69
12575,"Humboldt, Minnesota",0.0,75.0,25.0,0.0,0.0
12576,"Dawson, Minnesota",22.17,56.22,6.65,2.93,12.02
12577,"Madison, Minnesota",22.61,51.37,12.31,0.96,12.75
12578,"Flensburg, Minnesota",27.57,58.38,6.49,3.24,4.32
12579,"Little Falls, Minnesota",29.03,47.8,12.59,0.65,9.93
12580,"Motley, Minnesota",31.26,36.35,21.66,1.51,9.23
12581,"Pierz, Minnesota",23.56,49.79,13.74,0.75,12.16
12582,"Sobieski, Minnesota",24.53,61.64,5.66,0.0,8.18
12583,"Crystal, Minnesota",37.08,42.91,13.16,1.63,5.22
12584,"Deephaven, Minnesota",16.81,68.72,8.29,0.57,5.61
12585,"Greenfield, Minnesota",21.39,69.06,5.83,0.21,3.51
12586,"Maple Plain, Minnesota",24.79,50.99,15.21,1.83,7.18
12587,"Rockford, Minnesota",31.61,56.35,8.36,1.39,2.29
12588,"St. Louis Park, Minnesota",41.61,41.95,10.27,1.33,4.85
12589,"Brainerd, Minnesota",40.42,32.01,18.21,1.55,7.82
12590,"Lino Lakes, Minnesota",28.23,59.9,8.48,0.76,2.63
12591,"Paynesville, Minnesota",27.57,46.36,11.4,3.57,11.11
12592,"Lake Park, Minnesota",34.35,45.35,13.47,1.14,5.69
12593,"Winger, Minnesota",26.76,49.3,18.31,0.0,5.63
12594,"Farwell, Minnesota",16.0,48.0,24.0,0.0,12.0
12595,"Westport, Minnesota",40.0,40.0,8.57,0.0,11.43
12596,"Dundas, Minnesota",17.67,67.31,10.53,1.28,3.21
12597,"Sleepy Eye, Minnesota",23.89,57.05,10.74,0.0,8.32
12598,"Williams, Minnesota",41.59,35.4,9.73,0.0,13.27
12599,"Naytahwaush, Minnesota",63.46,14.62,12.31,0.77,8.85
12600,"Luverne, Minnesota",23.95,57.07,9.49,1.48,8.01
12601,"Steen, Minnesota",35.14,50.68,8.78,0.0,5.41
12602,"Wheaton, Minnesota",22.28,52.11,11.22,0.72,13.68
12603,"Porter, Minnesota",35.26,51.45,3.47,0.0,9.83
12604,"Mantorville, Minnesota",32.4,55.08,8.27,0.89,3.35
12605,"Browerville, Minnesota",30.46,52.56,11.99,0.27,4.72
12606,"Osakis, Minnesota",21.99,49.22,15.67,1.7,11.42
12607,"Staples, Minnesota",27.39,46.4,14.97,4.41,6.84
12608,"Belgrade, Minnesota",24.19,53.06,11.7,1.82,9.23
12609,"Clearwater, Minnesota",29.48,55.29,10.65,1.35,3.23
12610,"Cold Spring, Minnesota",25.64,51.14,11.29,0.0,11.94
12611,"Holdingford, Minnesota",20.09,54.85,14.67,0.68,9.71
12612,"St. Anthony city (Stearns County), Minnesota",28.05,70.73,1.22,0.0,0.0
12613,"St. Rosa, Minnesota",58.54,39.02,0.0,0.0,2.44
12614,"Cohasset, Minnesota",21.25,59.88,10.01,0.66,8.2
12615,"Deer River, Minnesota",26.23,50.73,15.05,0.27,7.72
12616,"Warba, Minnesota",15.53,63.11,16.5,0.97,3.88
12617,"Zemple, Minnesota",28.71,43.56,16.83,2.97,7.92
12618,"Lafayette, Minnesota",29.92,52.69,12.53,0.77,4.09
12619,"Mankato, Minnesota",54.37,33.56,7.23,0.8,4.05
12620,"Erskine, Minnesota",20.05,51.6,15.24,0.0,13.1
12621,"Savage, Minnesota",27.98,61.13,7.38,1.0,2.52
12622,"Nassau, Minnesota",18.87,62.26,9.43,0.0,9.43
12623,"Stockton, Minnesota",34.75,51.62,8.35,0.34,4.94
12624,"Cottage Grove, Minnesota",28.25,59.28,7.94,0.84,3.69
12625,"Foreston, Minnesota",37.12,43.16,17.87,0.46,1.39
12626,"Bock, Minnesota",41.33,21.33,17.33,12.0,8.0
12627,"Milaca, Minnesota",28.68,44.84,11.82,1.55,13.11
12628,"Renville, Minnesota",32.31,52.39,4.14,0.63,10.53
12629,"Excelsior, Minnesota",36.0,42.63,15.98,0.52,4.86
12630,"Medicine Lake, Minnesota",30.52,53.2,13.08,0.0,3.2
12631,"Minnetrista, Minnesota",18.5,73.74,3.9,1.42,2.45
12632,"Arco, Minnesota",23.88,40.3,22.39,0.0,13.43
12633,"Ivanhoe, Minnesota",18.58,57.31,11.66,0.0,12.45
12634,"Tyler, Minnesota",20.25,53.93,11.54,1.32,12.96
12635,"Fergus Falls, Minnesota",27.51,50.19,10.38,1.78,10.14
12636,"Richville, Minnesota",32.5,57.5,3.75,0.0,6.25
12637,"Karlstad, Minnesota",35.3,41.97,10.15,0.45,12.12
12638,"Redby, Minnesota",68.82,12.19,12.19,0.7,6.1
12639,"Wells, Minnesota",27.19,51.76,7.39,1.02,12.63
12640,"Oslo, Minnesota",28.5,49.74,15.54,0.0,6.22
12641,"Brooklyn Park, Minnesota",35.69,49.09,8.99,1.85,4.38
12642,"Woodland, Minnesota",13.14,78.29,7.14,0.57,0.86
12643,"Chanhassen, Minnesota",24.1,65.39,7.08,0.61,2.82
12644,"Minnetonka Beach, Minnesota",15.1,75.31,6.33,0.82,2.45
12645,"Tonka Bay, Minnesota",22.45,65.03,8.18,0.25,4.09
12646,"Vergas, Minnesota",27.15,47.68,11.92,0.99,12.25
12647,"Lake City, Minnesota",21.77,54.67,11.28,0.59,11.69
12648,"Lewisville, Minnesota",26.63,43.72,17.09,0.5,12.06
12649,"Center City, Minnesota",26.46,61.17,8.76,0.34,3.26
12650,"North Branch, Minnesota",27.31,54.99,11.78,0.48,5.43
12651,"Minnesota Lake, Minnesota",22.74,59.7,12.57,0.0,4.99
12652,"Donaldson, Minnesota",21.43,28.57,50.0,0.0,0.0
12653,"St. Cloud, Minnesota",46.52,36.88,11.29,0.99,4.32
12654,"Freeport, Minnesota",24.06,66.72,1.37,0.0,7.85
12655,"Richmond, Minnesota",30.08,53.2,7.84,1.04,7.84
12656,"Dovray, Minnesota",11.32,60.38,13.21,7.55,7.55
12657,"Spring Lake Park, Minnesota",29.91,44.37,14.99,2.69,8.04
12658,"Albertville, Minnesota",21.02,61.53,14.19,1.37,1.89
12659,"Shelly, Minnesota",35.77,39.02,14.63,0.0,10.57
12660,"Vining, Minnesota",17.5,62.5,10.0,0.0,10.0
12661,"Mazeppa, Minnesota",20.71,60.43,13.34,0.61,4.91
12662,"Brooklyn Center, Minnesota",41.61,41.34,10.19,1.41,5.45
12663,"Long Beach, Minnesota",10.27,79.85,6.08,0.0,3.8
12664,"Butterfield, Minnesota",31.18,50.97,9.68,1.08,7.1
12665,"Madelia, Minnesota",31.41,48.93,6.1,3.41,10.15
12666,"West Concord, Minnesota",25.36,59.07,9.47,1.61,4.49
12667,"Newfolden, Minnesota",34.81,52.22,8.53,0.34,4.1
12668,"East Gull Lake, Minnesota",22.49,63.85,9.55,0.0,4.11
12669,"Hackensack, Minnesota",34.85,30.81,20.71,5.05,8.59
12670,"Pillager, Minnesota",28.53,50.59,16.76,0.59,3.53
12671,"Plato, Minnesota",24.78,57.52,10.18,0.0,7.52
12672,"Cannon Falls, Minnesota",28.46,50.78,12.23,1.95,6.58
12673,"Evan, Minnesota",17.24,43.1,36.21,0.0,3.45
12674,"Goodhue, Minnesota",25.46,61.06,10.02,0.0,3.46
12675,"Northome, Minnesota",23.53,55.88,12.25,0.0,8.33
12676,"Ranier, Minnesota",25.47,42.39,15.73,0.51,15.9
12677,"Mahnomen, Minnesota",40.06,34.91,12.56,0.51,11.95
12678,"Chandler, Minnesota",21.45,62.55,7.64,3.64,4.73
12679,"Wood Lake, Minnesota",27.72,60.05,8.15,0.27,3.8
12680,"Ponemah, Minnesota",72.94,10.34,13.0,0.0,3.71
12681,"Tenstrike, Minnesota",12.66,64.56,10.76,0.0,12.03
12682,"Kandiyohi, Minnesota",29.43,60.69,4.83,2.3,2.76
12683,"Red Lake Falls, Minnesota",25.54,59.72,8.79,0.42,5.53
12684,"Milan, Minnesota",40.2,44.26,5.07,3.72,6.76
12685,"Okabena, Minnesota",18.48,63.51,12.8,0.47,4.74
12686,"Bejou, Minnesota",32.81,46.88,6.25,0.0,14.06
12687,"St. Leo, Minnesota",29.91,41.88,16.24,3.42,8.55
12688,"Onamia, Minnesota",36.29,37.62,11.79,1.59,12.72
12689,"Kenyon, Minnesota",27.89,48.98,10.93,1.91,10.29
12690,"Dumont, Minnesota",29.35,68.48,1.09,0.0,1.09
12691,"Zumbrota, Minnesota",17.31,52.78,18.59,0.71,10.61
12692,"Littlefork, Minnesota",17.56,49.17,13.31,1.29,18.67
12693,"Hadley, Minnesota",22.81,56.14,8.77,0.0,12.28
12694,"Lake Wilson, Minnesota",15.53,61.65,13.11,0.49,9.22
12695,"Kenneth, Minnesota",12.28,40.35,43.86,1.75,1.75
12696,"Hazel Run, Minnesota",14.29,50.0,21.43,0.0,14.29
12697,"Elmore, Minnesota",29.21,38.61,21.29,0.99,9.9
12698,"Greenwald, Minnesota",32.69,59.13,4.81,0.48,2.88
12699,"Long Prairie, Minnesota",29.4,47.28,11.09,1.9,10.32
12700,"Albany, Minnesota",26.39,46.93,11.64,1.05,13.98
12701,"Eden Valley, Minnesota",35.76,40.18,15.34,1.17,7.54
12702,"New Munich, Minnesota",22.71,57.77,7.57,0.4,11.55
12703,"Waite Park, Minnesota",46.41,36.64,7.74,1.92,7.29
12704,"Calumet, Minnesota",31.83,42.25,18.03,1.41,6.48
12705,"Nashwauk, Minnesota",30.89,44.29,13.82,1.36,9.63
12706,"Nimrod, Minnesota",11.43,60.0,7.14,0.0,21.43
12707,"Bloomington, Minnesota",32.55,48.96,11.68,1.08,5.73
12708,"Vernon Center, Minnesota",25.93,57.04,11.11,1.48,4.44
12709,"Ghent, Minnesota",22.61,68.2,4.59,0.35,4.24
12710,"Taunton, Minnesota",28.81,41.53,22.03,1.69,5.93
12711,"Chokio, Minnesota",22.45,63.56,9.33,0.0,4.66
12712,"New Richland, Minnesota",30.35,44.94,16.4,0.0,8.31
12713,"International Falls, Minnesota",29.78,42.26,14.18,3.96,9.82
12714,"Falcon Heights, Minnesota",36.83,50.53,5.88,1.16,5.6
12715,"Wanamingo, Minnesota",25.83,56.04,11.15,0.31,6.67
12716,"Red Wing, Minnesota",25.06,53.14,13.9,0.84,7.07
12717,"Pennock, Minnesota",28.97,60.75,5.84,1.4,3.04
12718,"Remer, Minnesota",31.25,44.06,11.88,1.56,11.25
12719,"Heidelberg, Minnesota",27.27,62.73,1.82,0.0,8.18
12720,"Kasota, Minnesota",28.82,48.73,13.54,2.71,6.21
